"AREA","VARIEDADE","DATA DE PODA","DATA DA AMOSTRA","DIAS POS PODA","SEMESTRE","ESTADO DO ENGACO","COLORACAO DO CACHO","BRIX ACIMA DO IDEAL","BRIX DO SUCO","ACIDEZ","BRIX","DIAMETRO"
"B05 V2","CRIMSON","43235","43349","114","2018.2","MADURO","VERMELHA","0.73","16.6","0.82","16","17"
"B07 V1","SABLE","43265","43349","84","2018.2","MADURO","PRETA","0","14.6","0.99","13.5","17"
"B16 V1","THOMPSON","43255","43349","94","2018.2","MADURO","ÂMBAR","0.33","15.6","1.12","16","18"
"B16 V2","THOMPSON","43249","43349","100","2018.2","MADURO","ÂMBAR","0.35","16","1","16","17"
"A02 V1","SUGRAONE","43259","43353","94","2018.2","MADURO","ÂMBAR","0.35","14","0.59","14","20"
"A02 V2","SUGRAONE","43262","43353","91","2018.2","MADURO","ÂMBAR","0.3667","14","0.6","13.9","20"
"A06 V1","ARRA 15","43258","43353","95","2018.2","MADURO","ÂMBAR","0.55","16.4","1.3","16","20"
"A06 V2","ARRA 15","43258","43353","95","2018.2","MADURO","ÂMBAR","0.4667","15.8","1.3","16","19.5"
"A06 V3","ARRA 15","43259","43353","94","2018.2","MADURO","ÂMBAR","0.6667","16.6","1.09","17","19.7"
"A06 V4","ARRA 15","43259","43353","94","2018.2","MADURO","ÂMBAR","0.7667","17","1.06","18","18"
"B05 V1","CRIMSON","43237","43353","116","2018.2","MADURO","VERMELHA","0.9167","17.2","0.72","17.2","18"
"B05 V2","CRIMSON","43235","43353","118","2018.2","MADURO","VERMELHA","0.8667","17","0.73","16.7","22.8"
"B07 V1","SABLE","43265","43353","88","2018.2","MADURO","PRETA","0.05","15","0.8","14.7","22.4"
"A02 V3","SUGRAONE","43264","43354","90","2018.2","MADURO","ÂMBAR","0.05","12.4","0.71","12","17.7"
"A02 V4","SUGRAONE","43265","43354","89","2018.2","MADURO","ÂMBAR","0.0667","12.6","0.78","12.4","21.4"
"B09 V2","CRIMSON","43245","43354","109","2018.2","MADURO","VERMELHA","0.6333","15.8","0.93","16","17.6"
"B15 V1","THOMPSON","43243","43354","111","2018.2","MADURO","ÂMBAR","0.75","17","0.79","17.6","18"
"B15 V2","THOMPSON","43243","43354","111","2018.2","MADURO","ÂMBAR","0.9","18.4","0.72","18","18"
"B16 V1","THOMPSON","43255","43354","99","2018.2","MADURO","ÂMBAR","0.5167","16.4","1.01","16.8","21.8"
"B16 V2","THOMPSON","43249","43354","105","2018.2","MADURO","ÂMBAR","0.7","17.2","0.89","17","18"
"A05 V3 E V4","SUGRAONE","43270","43355","85","2018.2","MADURO","ÂMBAR","0","12.2","0.86","11.6","21.7"
"A05 V1 E V2","SUGRAONE","43269","43355","86","2018.2","MADURO","ÂMBAR","0.0333","12.4","0.78","12.6","20.3"
"A09 V1","ARRA 15","43265","43355","90","2018.2","VERDE","VERDE","0","12","1.83","11.8","20.2"
"A09 V2","ARRA 15","43266","43355","89","2018.2","VERDE","VERDE","0","12.6","1.76","12.2","21.2"
"B15 V2","THOMPSON","43243","43355","112","2018.2","MADURO","ÂMBAR","0.5667","16.4","0.81","16.9","18.1"
"B15 V1","THOMPSON","43243","43355","112","2018.2","MADURO","ÂMBAR","0.5833","17.4","0.79","17.5","18.5"
"A11 V1","MIDNIGHT","43270","43356","86","2018.2","MADURO","PRETA","0.1","14.2","0.85","14","17.6"
"A11 V2","MIDNIGHT","43270","43356","86","2018.2","MADURO","PRETA","0.1167","14.2","0.86","14.6","18.8"
"A06 V1","ARRA 15","43258","43356","98","2018.2","MADURO","ÂMBAR","0.5","16.2","1.13","16.4","19.7"
"A06 V2","ARRA 15","43258","43356","98","2018.2","MADURO","ÂMBAR","0.6167","16.8","1.16","17","16.7"
"A06 V3","ARRA 15","43259","43356","97","2018.2","MADURO","ÂMBAR","0.7","17","1.05","17.5","16.7"
"A06 V4","ARRA 15","43259","43356","97","2018.2","MADURO","ÂMBAR","0.7933","17.8","1.03","18.4","20.7"
"B05 V1","CRIMSON","43237","43356","119","2018.2","MADURO","ROSADA","0.9167","17.2","0.87","17","20.4"
"B05 V2","CRIMSON","43235","43356","121","2018.2","MADURO","ROSADA","0.7333","16","0.8","16.6","20.5"
"B07 V1","SABLE","43265","43356","91","2018.2","MADURO","PRETA","0.0333","14.8","0.73","15","20"
"A02 V3","SUGRAONE","43264","43357","93","2018.2","MADURO","ÂMBAR","0.2333","13.2","0.71","13.5","19.7"
"A02 V4","SUGRAONE","43265","43357","92","2018.2","MADURO","ÂMBAR","0.0833","12.4","0.63","12.7","20.7"
"B09 V2","CRIMSON","43245","43357","112","2018.2","MADURO","VERMELHA","0.65","16.4","0.82","16.4","22"
"A05 V1 E V2","SUGRAONE","43269","43360","91","2018.2","MADURO","ÂMBAR","0.15","13.6","0.69","13","20"
"A05 V3 E V4","SUGRAONE","43270","43360","90","2018.2","MADURO","ÂMBAR","0.05","12.2","0.62","11.9","21.9"
"A09 V1","ARRA 15","43265","43360","95","2018.2","MADURO","ÂMBAR","0.0167","13.4","1.42","13.6","17.2"
"A09 V2","ARRA 15","43266","43360","94","2018.2","MADURO","ÂMBAR","0","13.2","1.45","13.4","21.3"
"B07 V1","SABLE","43265","43360","95","2018.2","MADURO","PRETA","0.1833","16","0.67","15.8","21.1"
"A02 V3","SUGRAONE","43264","43361","97","2018.2","MADURO","ÂMBAR","0.1833","13.2","0.56","13.6","21.8"
"A02 V4","SUGRAONE","43265","43361","96","2018.2","MADURO","ÂMBAR","0.1667","13","0.61","13.1","18.6"
"A11 V1","MIDNIGHT","43270","43361","91","2018.2","MADURO","PRETA","0.35","14.6","0.66","15","18"
"A11 V2","MIDNIGHT","43270","43361","91","2018.2","MADURO","PRETA","0.4","15.4","0.69","15.4","17"
"B09 V1","CRIMSON","43257","43361","104","2018.2","MADURO","ROSADA","0.1333","14","0.93","14","17.7"
"B09 V2","CRIMSON","43245","43361","116","2018.2","MADURO","VERMELHA","0.8333","16.8","0.72","16.9","22.7"
"B07 V1","SABLE","43265","43362","97","2018.2","MADURO","PRETA","0.3","16.4","0.63","16","20"
"A05 V1 E V2","SUGRAONE","43269","43363","94","2018.2","MADURO","ÂMBAR","0.25","13.8","0.63","13.9","18.9"
"A05 V3 E V4","SUGRAONE","43270","43363","93","2018.2","MADURO","ÂMBAR","0.0333","12","0.6","12.9","17"
"A09 V1","ARRA 15","43265","43363","98","2018.2","MADURO","ÂMBAR","0.1167","14.8","1.27","15","17.7"
"A09 V2","ARRA 15","43266","43363","97","2018.2","MADURO","VERDE","0.0833","13.6","1.36","14","21.8"
"A09 V3 E V4","ARRA 15","43273","43363","90","2018.2","VERDE","VERDE","0","12.6","1.54","12.6","20.7"
"A11 V1","MIDNIGHT","43270","43363","93","2018.2","MADURO","PRETA","0.4333","15.2","0.63","15.8","22.6"
"A11 V2","MIDNIGHT","43270","43363","93","2018.2","MADURO","PRETA","0.75","15.4","0.66","16","20"
"B07 V1","SABLE","43265","43363","98","2018.2","MADURO","PRETA","0.3833","16.6","0.63","16","22"
"B09 V1","CRIMSON","43257","43363","106","2018.2","MADURO","ROSADA","0.1667","14.2","0.91","14.7","20.7"
"A02 V3 E V4","SUGRAONE","43264","43364","100","2018.2","MADURO","ÂMBAR","0.3","14","0.55","13.8","22.3"
"A05 V1 E V2","SUGRAONE","43269","43367","98","2018.2","MADURO","ÂMBAR","0.6167","14.4","0.55","15","21"
"A05 V3 E V4","SUGRAONE","43270","43367","97","2018.2","MADURO","ÂMBAR","0.1667","13.2","0.55","13.7","22"
"A09 V1","ARRA 15","43265","43367","102","2018.2","MADURO","ÂMBAR","0","13","1.68","13.8","20"
"A09 V1","ARRA 15","43265","43367","102","2018.2","MADURO","ÂMBAR","0.4833","16.2","1.12","16.9","17"
"A09 V2","ARRA 15","43266","43367","101","2018.2","MADURO","ÂMBAR","0.35","15.6","1.15","16","17.8"
"A11 V1","MIDNIGHT","43270","43367","97","2018.2","MADURO","PRETA","0.6667","15.2","0.57","16","22"
"A11 V2","MIDNIGHT","43270","43367","97","2018.2","MADURO","PRETA","0.8667","16.4","0.61","16.8","21.6"
"B03 V2","CRIMSON","43263","43367","104","2018.2","MADURO","ROSADA","0.3833","13.4","1.02","15.5","22.6"
"B07 V1","SABLE","43265","43367","102","2018.2","MADURO","ÂMBAR","0.75","17.6","0.6","17","18.8"
"B09 V1","CRIMSON","43257","43367","110","2018.2","MADURO","ROSADA","0.2","14.2","0.9","14.8","17.9"
"A10 V1","ARRA 15","43276","43368","92","2018.2","MADURO","VERDE","0","13.4","1.46","13","19"
"A10 V2","ARRA 15","43273","43368","95","2018.2","MADURO","VERDE","0.0167","13.4","1.42","13.6","19"
"B06 V1","ARRA 15","43277","43369","92","2018.2","MADURO","VERDE","0","14","1.54","13.8","18.7"
"B06 V2","ARRA 15","43279","43369","90","2018.2","MADURO","VERDE","0.0667","12.6","1.69","13.7","20.2"
"B09 V1","CRIMSON","43257","43369","112","2018.2","MADURO","ROSADA","0.1","13.8","0.88","14","19.9"
"A01 V1","CRIMSON","43266","43370","104","2018.2","MADURO","ROSADA","0.43","15.6","1.08","15","20.8"
"A09 V1","ARRA 15","43265","43370","105","2018.2","MADURO","ÂMBAR","0.6","17","1.05","17.1","21"
"A09 V2","ARRA 15","43266","43370","104","2018.2","MADURO","ÂMBAR","0.63","16.2","1.06","16.9","18"
"A09 V3 E V4","ARRA 15","43273","43370","97","2018.2","MADURO","ÂMBAR","0.0167","13.6","1.23","13.9","18.8"
"A11 V1","MIDNIGHT","43270","43370","100","2018.2","MADURO","PRETA","0.8667","16.2","0.56","16.6","18"
"A11 V2","MIDNIGHT","43270","43370","100","2018.2","MADURO","PRETA","0.9167","17","0.58","17","17"
"B04 V1","CRIMSON","43272","43370","98","2018.2","MADURO","ROSADA","0","13","1.35","13.3","17.7"
"B04 V2","CRIMSON","43262","43370","108","2018.2","MADURO","ROSADA","0.15","14.6","1.11","14","20"
"A10 V1","ARRA 15","43276","43371","95","2018.2","MADURO","ÂMBAR","0","14","1.31","13","18"
"A10 V2","ARRA 15","43273","43371","98","2018.2","MADURO","ÂMBAR","0.05","14.4","1.29","13.9","18"
"B03 V1","CRIMSON","43272","43371","99","2018.2","MADURO","ROSADA","0.1","14.6","1.33","14","20"
"B03 V2","CRIMSON","43263","43371","108","2018.2","MADURO","VERMELHA","0.33","16","1.01","15","19"
"A01 V1","CRIMSON","43266","43374","108","2018.2","MADURO","ROSADA","0.8167","17","0.98","16.7","20"
"A09 V3","ARRA 15","43273","43374","101","2018.2","MADURO","ÂMBAR","0.3667","15.2","1.08","16.1","20"
"A09 V4","ARRA 15","43273","43374","101","2018.2","MADURO","ÂMBAR","0.0833","14.2","1.2","14.2","17.8"
"A10 V2","ARRA 15","43273","43374","101","2018.2","MADURO","ÂMBAR","0.0833","15.2","1.25","14.8","18"
"A10 V1","ARRA 15","43276","43374","98","2018.2","MADURO","ÂMBAR","0.15","15","1.09","14.79","21.71"
"A11 V1","MIDNIGHT","43270","43374","104","2018.2","MADURO","PRETA","0.5","16.6","0.54","16.9","20.1"
"A11 V2","MIDNIGHT","43270","43374","104","2018.2","MADURO","PRETA","0.4833","16.4","0.58","16.8","21.1"
"B06 V1","ARRA 15","43277","43374","97","2018.2","MADURO","ÂMBAR","0.15","15.6","1.27","15","19.8"
"B06 V2","ARRA 15","43279","43374","95","2018.2","MADURO","ÂMBAR","0.13","15","1.39","14","17.9"
"A03 V1 E V2","ARRA 15","43284","43375","91","2018.2","MADURO","VERDE","0.0333","13.6","1.57","13.6","18.9"
"A03 V3 E V4","ARRA 15","43284","43375","91","2018.2","MADURO","VERDE","0.0167","13.2","1.62","13","18"
"B03 V2","CRIMSON","43263","43375","112","2018.2","MADURO","VERMELHA","0.7833","16.6","0.9","16.6","17"
"B03 V2","CRIMSON","43263","43375","112","2018.2","MADURO","ROSADA","0.5167","15.6","0.99","15","17.7"
"B04 V1","CRIMSON","43272","43375","103","2018.2","MADURO","VERMELHA","0.4333","14.8","1.07","15.4","19"
"B04 V1","CRIMSON","43272","43375","103","2018.2","MADURO","ROSADA","0.1333","13.2","1.27","13.1","19.8"
"B04 V2","CRIMSON","43262","43375","113","2018.2","MADURO","ROSADA","0.35","14.8","1.03","15.2","17.8"
"B04 V2","CRIMSON","43262","43375","113","2018.2","MADURO","VERMELHA","0.4833","15.6","1.01","15","18"
"B03 V1","CRIMSON","43272","43376","104","2018.2","MADURO","ROSADA","0.3833","15.4","1.17","15.3","19.6"
"B08 V1","ARRA 15","43286","43376","90","2018.2","MADURO","VERDE","0.0167","13.4","1.81","13.4","19.6"
"B08 V2","ARRA 15","43287","43376","89","2018.2","MADURO","VERDE","0","13","1.95","12.8","17.3"
"A01 V1","CRIMSON","43266","43377","111","2018.2","MADURO","ROSADA","0.8667","15","0.94","16.8","21"
"A09 V3","ARRA 15","43273","43377","104","2018.2","MADURO","ÂMBAR","0.5667","16","1.01","16.9","18"
"A09 V4","ARRA 15","43273","43377","104","2018.2","MADURO","ÂMBAR","0.2333","15","1.05","15","19.9"
"A10 V1","ARRA 15","43276","43377","101","2018.2","MADURO","ÂMBAR","0.25","16.2","1.01","15.5","19.9"
"A10 V2","ARRA 15","43273","43377","104","2018.2","MADURO","ÂMBAR","0.2833","15.4","1.02","15.7","19"
"B04 V1","CRIMSON","43272","43377","105","2018.2","MADURO","VERMELHA","0.2333","15.2","1.05","14.8","18"
"B04 V2","CRIMSON","43262","43377","115","2018.2","MADURO","VERMELHA","0.5167","16","0.95","15.6","18"
"B06 V1","ARRA 15","43277","43377","100","2018.2","MADURO","ÂMBAR","0.3667","15.8","1.23","15.9","21.8"
"B06 V2","ARRA 15","43279","43377","98","2018.2","MADURO","ÂMBAR","0.183","15.4","1.27","15.1","20.4"
"A03 V1 E V2","ARRA 15","43284","43378","94","2018.2","MADURO","ÂMBAR","0.1167","15","1.31","15","20"
"A03 V3 E V4","ARRA 15","43284","43378","94","2018.2","MADURO","ÂMBAR","0.15","14.4","1.38","14.7","20.5"
"A03 V1 E V2","ARRA 15","43284","43381","97","2018.2","MADURO","ÂMBAR","0.65","16.8","1.16","17.6","21.2"
"A03 V3 E V4","ARRA 15","43284","43381","97","2018.2","MADURO","ÂMBAR","0.2667","15","1.32","15.6","19.9"
"A10 V1","ARRA 15","43276","43381","105","2018.2","MADURO","ÂMBAR","0.7667","17.2","0.87","17.8","20.8"
"A10 V2","ARRA 15","43273","43381","108","2018.2","MADURO","ÂMBAR","0.5833","16.8","0.94","17","21"
"B04 V2","CRIMSON","43262","43381","119","2018.2","MADURO","VERMELHA","0.6167","15.6","0.9","16","19.9"
"B04 V2","CRIMSON","43262","43381","119","2018.2","MADURO","MESCLADA","0.5","14.6","0.9","15.6","20.9"
"B06 V1","ARRA 15","43277","43381","104","2018.2","MADURO","ÂMBAR","0.7333","17","1.03","17.6","18"
"B06 V2","ARRA 15","43279","43381","102","2018.2","MADURO","ÂMBAR","0.65","16","1.12","17.1","18"
"B09 V1","CRIMSON","43257","43381","124","2018.2","MADURO","MESCLADA","0.4833","14.6","0.78","15.5","18"
"B09 V1","CRIMSON","43257","43381","124","2018.2","MADURO","VERMELHA","0.7667","16.2","0.76","16.7","18.7"
"A01 V1","CRIMSON","43266","43382","116","2018.2","MADURO","ROSADA","0.9833","18.2","0.81","17.7","18"
"A09 V3","ARRA 15","43273","43382","109","2018.2","MADURO","ÂMBAR","0.6833","17","0.91","17.8","17"
"A09 V4","ARRA 15","43273","43382","109","2018.2","MADURO","ÂMBAR","0.5667","16","0.93","16.6","17"
"B03 V1","CRIMSON","43272","43382","110","2018.2","MADURO","MESCLADA","0.6167","16.4","0.99","16","17"
"B03 V2","CRIMSON","43263","43382","119","2018.2","MADURO","MESCLADA","0.7","16","0.82","16","17.6"
"B03 V2","CRIMSON","43263","43382","119","2018.2","MADURO","VERMELHA","0.95","18","0.78","17.9","20"
"B04 V1","CRIMSON","43272","43382","110","2018.2","MADURO","VERMELHA","0.6667","16.4","0.93","16","19.7"
"B04 V1","CRIMSON","43272","43382","110","2018.2","MADURO","MESCLADA","0.35","15.6","0.99","15","21"
"B08 V1","ARRA 15","43286","43382","96","2018.2","MADURO","ÂMBAR","0.2167","15","1.42","15","21"
"B08 V2","ARRA 15","43287","43382","95","2018.2","MADURO","ÂMBAR","0.0333","14.4","1.57","14","18"
"A03 V3 E V4","ARRA 15","43284","43384","100","2018.2","MADURO","ÂMBAR","0.53","15.8","1.16","16.6","22"
"A09 V3","ARRA 15","43273","43384","111","2018.2","MADURO","ÂMBAR","0.7333","17","0.82","18","20"
"A03 V1 E V2","ARRA 15","43284","43384","100","2018.2","MADURO","ÂMBAR","0.58","16.6","1.07","17","18.6"
"A09 V4","ARRA 15","43273","43384","111","2018.2","MADURO","ÂMBAR","0.7","16.8","0.85","17","18.6"
"B03 V2","CRIMSON","43263","43384","121","2018.2","MADURO","VERMELHA","0.8833","17.6","0.82","17","21"
"B03 V2","CRIMSON","43263","43384","121","2018.2","MADURO","MESCLADA","0.75","16.2","0.84","16","19"
"B04 V2","CRIMSON","43262","43384","122","2018.2","MADURO","MESCLADA","0.58","16","0.82","15.7","18"
"B04 V2","CRIMSON","43262","43384","122","2018.2","MADURO","VERMELHA","0.6833","16","0.79","16","21.8"
"B09 V1","CRIMSON","43257","43384","127","2018.2","MADURO","VERMELHA","0.85","17","0.69","16.9","19"
"A01 V1","CRIMSON","43266","43388","122","2018.2","MADURO","ROSADA","0.9667","18.2","0.8","18","21"
"A03 V3 E V4","ARRA 15","43284","43388","104","2018.2","MADURO","ÂMBAR","0.73","16.8","1.03","17.9","20.6"
"A03 V1 E V2","ARRA 15","43284","43388","104","2018.2","MADURO","ÂMBAR","0.78","16.8","0.94","17.6","20.5"
"B03 V1","CRIMSON","43272","43388","116","2018.2","MADURO","MESCLADA","0.8667","16.6","0.85","16.9","17.9"
"B03 V1","CRIMSON","43272","43388","116","2018.2","MADURO","VERMELHA","0.8667","17.6","0.74","17.3","20.6"
"B04 V1","CRIMSON","43272","43388","116","2018.2","MADURO","VERMELHA","0.73","16.8","0.79","16.5","18"
"B04 V1","CRIMSON","43272","43388","116","2018.2","MADURO","MESCLADA","0.3167","14.6","0.91","14.9","17"
"B08 V2","ARRA 15","43287","43388","101","2018.2","MADURO","ÂMBAR","0.53","16.2","1.18","16.5","17"
"B08 V1","ARRA 15","43286","43388","102","2018.2","MADURO","ÂMBAR","0.53","16.8","1.15","16.9","17"
"A09 V3","ARRA 15","43273","43390","117","2018.2","MADURO","VERDE","0.05","14","0.96","14.1","20"
"A09 V3","ARRA 15","43273","43390","117","2018.2","MADURO","VERDE","0.15","14.4","0.91","14.7","19"
"A09 V4","ARRA 15","43273","43390","117","2018.2","MADURO","VERDE","0.05","14","0.94","14","20"
"A09 V4","ARRA 15","43273","43390","117","2018.2","MADURO","VERDE","0.28","15","0.84","15","20"
"B06 V1","ARRA 15","43277","43390","113","2018.2","MADURO","ÂMBAR","0.43","15.4","0.95","15.8","21"
"B06 V2","ARRA 15","43279","43390","111","2018.2","MADURO","VERDE","0.38","15.4","0.97","16","20"
"A01 V1","CRIMSON","43266","43391","125","2018.2","MADURO","ROSADA","0.9667","18.2","0.73","18","17"
"A01 V1","CRIMSON","43266","43391","125","2018.2","MADURO","SEM COR","0.8167","16","1.82","16.8","20"
"B03 V1","CRIMSON","43272","43391","119","2018.2","MADURO","ROSADA","0.9333","17","0.86","16.9","17.6"
"B03 V1","CRIMSON","43272","43391","119","2018.2","MADURO","VERMELHA","0.9333","17.6","0.79","17","17"
"B04 V1","CRIMSON","43272","43391","119","2018.2","MADURO","MESCLADA","0.4333","15.4","0.9","15","20.9"
"B04 V1","CRIMSON","43272","43391","119","2018.2","MADURO","VERMELHA","0.8333","17","0.79","16.8","17.8"
"B08 V1","ARRA 15","43286","43391","105","2018.2","MADURO","ÂMBAR","0.6667","17.2","0.99","17","17"
"B08 V2","ARRA 15","43287","43391","104","2018.2","MADURO","ÂMBAR","0.5333","16.2","1.16","16","17"
"A01 V1","CRIMSON","43266","43395","129","2018.2","MADURO","ROSADA","0.9833","18.6","0.69","19","18"
"A01 V1","CRIMSON","43266","43395","129","2018.2","MADURO","MESCLADA","0.9833","17.8","0.76","17.8","18"
"A03 V3 E V4","ARRA 15","43284","43395","111","2018.2","MADURO","VERDE","0.25","14.8","0.99","15","20"
"B08 V2","ARRA 15","43287","43395","108","2018.2","MADURO","VERDE","0.25","15.4","1.1","15","19.7"
"B08 V1","ARRA 15","43286","43395","109","2018.2","MADURO","VERDE","0.1167","14.6","1.1","14.7","20"
"B01 V1","BENITAKA M","43291","43397","106","2018.2","MADURO","VERMELHA","0.433","13.4","1.09","13.3","24.3"
"B01 V1","BENITAKA M","43291","43402","111","2018.2","MADURO","VERMELHA","0.8167","15","1.03","14.9","24.6"
"B02 V1","BENITAKA M","43298","43402","104","2018.2","MADURO","VERMELHA","0.4","13.4","1.21","13.5","24.5"
"B02 V2","BENITAKA M","43298","43402","104","2018.2","MADURO","ROSADA","0.6167","13.6","1.3","14","23.8"
"A14 V2","BENITAKA M","43307","43405","98","2018.2","MADURO","VERMELHA","0.6167","13.4","1.36","14","22.8"
"B02 V1","BENITAKA M","43298","43405","107","2018.2","MADURO","VERMELHA","0.7167","14","1.13","14.2","24.2"
"B02 V2","BENITAKA M","43298","43405","107","2018.2","MADURO","VERMELHA","0.9","14.6","1.27","14.8","24"
"A14 V2","BENITAKA M","43307","43409","102","2018.2","MADURO","VERMELHA","0.5667","14","1.1","14.2","18.8"
"B02 V1","BENITAKA M","43298","43409","111","2018.2","MADURO","VERMELHA","0.8833","15","1.04","14.8","23.7"
"B02 V2","BENITAKA M","43298","43409","111","2018.2","MADURO","VERMELHA","0.9167","15.4","1.08","15.5","24"
"B17 V2","ARRA 15","43327","43409","82","2018.2","VERDE","VERDE","0","12.4","2","12.8","18.8"
"A14 V2","BENITAKA M","43307","43412","105","2018.2","MADURO","VERMELHA","0.8167","14.2","1.06","14.8","22.9"
"A14 V1","BENITAKA M","43314","43416","102","2018.2","MADURO","VERMELHA","0.6167","13.8","1.07","14.2","23.5"
"B17 V1","ARRA 15","43329","43416","87","2018.2","MADURO","VERDE","0.35","16","1.37","16","18.5"
"B17 V2","ARRA 15","43327","43416","89","2018.2","MADURO","VERDE","0.0667","15.2","1.46","15","19.1"
"B17 V1","ARRA 15","43329","43419","90","2018.2","MADURO","ÂMBAR","0.6","17","1.15","16.8","18.8"
"B17 V2","ARRA 15","43327","43419","92","2018.2","MADURO","ÂMBAR","0.2667","15.8","1.22","15.9","19.3"
"B17 V1","ARRA 15","43329","43423","94","2018.2","MADURO","ÂMBAR","0.7","17.6","0.97","17.7","18.8"
"B17 V2","ARRA 15","43327","43423","96","2018.2","MADURO","ÂMBAR","0.3833","16.2","1.11","16.4","19.6"
"B17 V1","ARRA 15","43329","43426","97","2018.2","MADURO","ÂMBAR","0.9","18.2","0.9","19.1","19.1"
"B17 V2","ARRA 15","43327","43426","99","2018.2","MADURO","ÂMBAR","0.65","17","1.02","17.4","19.9"
"A04 V1 E V2","RED GLOBE","43320","43426","106","2018.2","MADURO","ROSADA","0.25","12.8","0.68","13.1","26"
"A07 V1","ARRA 15","43339","43430","91","2018.2","MADURO","VERDE","0.15","15.8","1.44","15.7","20"
"A07 V2","ARRA 15","43340","43430","90","2018.2","MADURO","VERDE","0.1667","15.2","1.38","15.8","20.2"
"A15 v1","RED GLOBE","43325","43430","105","2018.2","MADURO","ROSADA","0.45","13.6","0.66","13.8","25.7"
"B17 V1","ARRA 15","43329","43430","101","2018.2","MADURO","ÂMBAR","0.9333","19.2","0.8","19.5","19.1"
"B17 V2","ARRA 15","43327","43430","103","2018.2","MADURO","ÂMBAR","0.7167","17.6","0.93","18","20.1"
"B17 V2","ARRA 15","43327","43433","106","2018.2","MADURO","ÂMBAR","0.8167","17.6","0.88","18","20.1"
"A07 V1","ARRA 15","43339","43433","94","2018.2","MADURO","VERDE","0.45","16.2","1.2","16.6","20.2"
"A07 V2","ARRA 15","43340","43433","93","2018.2","MADURO","VERDE","0.3667","15.8","1.26","16.2","19.8"
"B18 V1","BENITAKA M","43332","43437","105","2018.2","MADURO","VERMELHA","0.6333","14","1.02","14.2","23.4"
"A07 V1","ARRA 15","43339","43437","98","2018.2","MADURO","ÂMBAR","0.5333","16.8","1.06","17","20.4"
"B17 V2","ARRA 15","43327","43437","110","2018.2","MADURO","ÂMBAR","0.6","17.2","0.82","17.3","20.3"
"A07 V2","ARRA 15","43340","43437","97","2018.2","MADURO","ÂMBAR","0.4667","16.6","1.14","16.6","20.2"
"A07 V1","ARRA 15","43339","43440","101","2018.2","MADURO","ÂMBAR","0.4333","16.8","1","16.8","20.6"
"A07 V2","ARRA 15","43340","43440","100","2018.2","MADURO","ÂMBAR","0.3833","16.4","1.05","16.3","20.5"
"A07 V1","ARRA 15","43339","43444","105","2018.2","MADURO","ÂMBAR","0.5667","17.2","0.94","17.1","21"
"A07 V2","ARRA 15","43340","43444","104","2018.2","MADURO","ÂMBAR","0.7","17","0.97","17.1","20.6"
"B18 V1","BENITAKA M","43332","43446","114","2018.2","MADURO","ÂMBAR","0.7833","14.8","0.85","14.5","24.5"
"A07 V1","ARRA 15","43339","43447","108","2018.2","MADURO","ÂMBAR","0.5833","17.6","0.92","17.2","20.9"
"A07 V2","ARRA 15","43340","43447","107","2018.2","MADURO","ÂMBAR","0.8","17.6","0.95","17.5","20.3"
"A07 V2","ARRA 15","43340","43451","111","2018.2","MADURO","ÂMBAR","0.9333","17.6","0.88","18.2","20.1"
"B18 V2","BENITAKA M","43346","43451","105","2018.2","MADURO","VERMELHA","0.6333","14","1.2","14.1","23.3"
"A07 V1","ARRA 15","43339","43451","112","2018.2","MADURO","ÂMBAR","0.9833","18.2","0.85","18.5","20.7"
"B10 V1","ARRA 15","43362","43452","90","2018.2","MADURO","VERMELHA","0.0333","14.8","1.57","14.7","18.6"
"B18 V2","BENITAKA M","43346","43454","108","2018.2","MADURO","VERMELHA","0.8","14.4","1.1","14.4","23.8"
"B10 V2","ARRA 15","43363","43454","91","2018.2","MADURO","ÂMBAR","0.0667","15.6","1.56","15","19.4"
"B10 V1","ARRA 15","43362","43455","93","2018.2","MADURO","ÂMBAR","0.0667","14.8","1.51","15.1","19"
"A01 V2","ARRA 15","43367","43460","93","2018.2","MADURO","ÂMBAR","0.8","17.8","1.44","18.1","18.9"
"B10 V2","ARRA 15","43363","43463","100","2018.2","MADURO","ÂMBAR","0.5167","17.8","1.23","16.7","19"
"B10 V1","ARRA 15","43362","43460","98","2018.2","MADURO","ÂMBAR","0.3833","16.6","1.26","16.4","19.4"
"B10 V2","ARRA 15","43363","43460","97","2018.2","MADURO","ÂMBAR","0.4333","16.6","1.26","16.2","19.2"
"A01 V2","ARRA 15","43367","43463","96","2018.2","MADURO","ÂMBAR","0.9333","18.6","1.25","19","18.9"
"B10 V1","ARRA 15","43362","43463","101","2018.2","MADURO","ÂMBAR","0.7167","17.8","1.1","17.5","19"
"B10 V1","ARRA 15","43362","43468","106","2019.1","MADURO","ÂMBAR","0.9","18.2","1.02","18.5","18.8"
"A01 V2","ARRA 15","43367","43468","101","2019.1","MADURO","ÂMBAR","0.9","19.2","1.15","19.9","18.8"
"B10 V2","ARRA 15","43363","43468","105","2019.1","MADURO","ÂMBAR","0.7667","17.8","1.06","17.6","19.2"
"A12 V2","ARRA 15","43389","43472","83","2019.1","MADURO","ÂMBAR","0.1167","15.2","1.24","15.3","18.2"
"A12 V1","ARRA 15","43389","43472","83","2019.1","MADURO","VERDE","0","13.8","1.54","13.8","18.9"
"A01 V2","ARRA 15","43367","43473","106","2019.1","MADURO","ÂMBAR","0.9","19.2","1.09","20.3","18.8"
